,BBCA,BBRI,BMRI,BYAN,TPIA,TLKM,BBNI,ASII,ICBP,BRIS,AMRT,UNVR,HMSP,DSSA,SMMA,UNTR,ISAT,BRPT
2021-11-12,7525,4220,7100,26000,7275,3600,6900,6150,8950,2060,1200,4600,1035,50400,11200,22800,7000,975
2021-11-15,7500,4160,7050,25925,7125,3600,6800,6125,8925,2070,1200,4510,1030,50275,11200,22275,6925,970
2021-11-16,7475,4130,7225,25975,7075,3670,6875,6175,8825,2090,1190,4570,1035,49975,11200,22425,7000,1030
2021-11-17,7575,4200,7225,26000,7050,3630,7000,6250,8850,2080,1180,4500,1035,49325,11200,22975,7000,1040
2021-11-18,7400,4180,7175,25900,7075,3630,6925,6200,9075,2070,1200,4480,1025,50975,11200,22775,6800,1040
2021-11-19,7425,4280,7250,26000,7175,3900,7025,6225,9025,2070,1265,4660,1045,52800,11200,22675,6900,1020
2021-11-22,7475,4280,7350,26000,7175,3800,7175,6200,9075,2060,1305,4840,1040,51750,11200,23000,6825,1025
2021-11-23,7475,4210,7150,26000,7175,3800,7000,6250,8950,2050,1250,4880,1045,51375,11300,22650,6950,1055
2021-11-24,7475,4210,7150,26200,7175,3800,7075,6225,9000,2050,1270,4840,1045,51375,11300,22450,6900,1065
2021-11-25,7425,4220,7350,26350,7150,4000,7175,6225,8950,2050,1225,4820,1025,51475,11275,22850,7125,1075
2021-11-26,7275,4160,7100,26250,7000,4010,6875,5900,8875,2010,1165,4710,1010,50000,11200,21800,7400,1015
2021-11-29,7400,4170,7175,26350,7100,4140,6950,5975,8875,1965,1205,4630,1000,49800,11200,21825,7850,985
2021-11-30,7275,4090,7000,27650,7075,3990,6800,5775,8450,1955,1180,4480,995,49500,11200,21350,8150,920
2021-12-01,7300,4080,7075,27650,6925,4080,6650,5650,8925,1855,1195,4310,995,49500,11200,22025,7850,925
2021-12-02,7500,4200,7200,27675,6850,4160,6825,5850,8850,1810,1185,4290,1005,54000,11200,23225,7775,915
2021-12-03,7375,4170,7150,27200,6975,4070,6725,5750,8700,1875,1170,4220,995,54000,11200,22700,7800,895
2021-12-06,7350,4110,7175,26550,6850,4170,6850,5650,8750,1880,1170,4200,1000,54000,11200,22450,8100,880
2021-12-07,7350,4230,7300,25975,6900,4150,7050,5925,8750,1865,1170,4270,995,54000,11200,23000,7550,895
2021-12-08,7425,4210,7150,26200,6975,4090,6850,5800,8775,1915,1170,4270,1000,54000,11300,22350,7025,880
2021-12-09,7350,4190,7350,25900,7000,4150,6825,6000,8950,1900,1180,4370,1000,52750,11300,22325,6550,895
2021-12-10,7375,4130,7200,26500,7075,4150,6775,5925,8850,1905,1165,4430,1005,49500,11300,23000,6250,880
2021-12-13,7300,4160,7125,26525,7350,4080,6850,5900,8750,1895,1175,4380,1020,49000,13000,22025,6350,885
2021-12-14,7300,4130,7175,26550,7400,4100,6875,5875,8700,1880,1165,4290,995,49000,12100,22000,6275,885
2021-12-15,7300,4200,7275,26400,7325,4080,6875,6000,8800,1870,1165,4270,985,48850,11975,21700,6200,920
2021-12-16,7275,4140,7250,26000,7200,4100,6750,5800,8750,1845,1150,4210,980,48750,11975,21825,6100,890
2021-12-17,7500,4110,7150,27000,7400,4100,6750,5800,8800,1835,1150,4150,980,48750,11150,21725,6050,895
2021-12-20,7375,4120,7075,27000,7150,4080,6725,5675,8825,1800,1165,4140,970,48750,10800,21300,5925,885
2021-12-21,7375,4080,7150,26700,7150,4160,6700,5650,8750,1785,1195,4080,965,49000,10800,22025,5825,890
2021-12-22,7325,4050,7050,27000,7100,4110,6625,5625,8675,1765,1215,4060,965,49000,10800,21800,5650,865
2021-12-23,7300,4100,7075,26575,7175,4160,6650,5725,8775,1770,1205,4080,960,49000,10800,22225,5600,860
2021-12-24,7300,4070,7050,26900,7200,4110,6725,5675,8725,1795,1210,4200,965,49000,10800,22150,5525,875
2021-12-27,7350,4060,7000,26900,7250,4080,6750,5675,8650,1860,1210,4210,970,49000,11000,22025,5900,875
2021-12-28,7350,4090,7050,26500,7250,4090,6700,5725,8700,1800,1220,4180,980,49000,11200,22950,5850,890
2021-12-29,7300,4080,7100,26500,7225,4080,6725,5750,8675,1790,1240,4120,970,49000,11775,22800,6150,875
2021-12-30,7300,4110,7025,27000,7325,4040,6750,5700,8700,1780,1215,4110,965,49000,11750,22150,6200,855
2021-12-31,7300,4110,7025,27000,7325,4040,6750,5700,8700,1780,1215,4110,965,49000,11750,22150,6200,855
2022-01-03,7325,4180,7050,26200,7250,4180,6725,5725,8625,1780,1230,4230,980,49950,11775,21825,6425,860
2022-01-04,7400,4160,7175,26500,7225,4170,7025,5775,8775,1795,1195,4250,985,49950,11775,21925,6250,860
2022-01-05,7450,4210,7025,26425,7275,4050,6950,5575,8825,1790,1200,4210,985,49950,11775,21950,6150,860
2022-01-06,7475,4160,7025,26300,7200,4120,6950,5675,8850,1745,1155,4230,985,49950,11775,21725,6300,855
2022-01-07,7650,4190,7050,26250,7250,4170,7075,5700,8875,1745,1155,4220,985,49950,11775,22175,6300,845
2022-01-10,7600,4180,7050,26250,7350,4100,7050,5650,8850,1760,1130,4250,985,49950,11775,21800,6200,835
2022-01-11,7700,4150,7050,27350,7275,4090,7025,5700,8700,1740,1095,4180,970,49950,11775,21750,5950,845
2022-01-12,7700,4160,7150,28650,7525,4110,7050,5725,8750,1620,1095,4330,970,46475,11000,22100,5950,880
2022-01-13,7700,4190,7125,29500,7550,4180,7025,5775,8775,1615,1095,4270,970,46000,11600,22675,5850,885
2022-01-14,7850,4180,7175,30475,7500,4190,7100,5725,8750,1585,1090,4220,965,46025,11600,23525,6050,860
2022-01-17,7750,4210,7200,32000,7500,4180,7200,5675,8775,1540,1095,4150,965,46025,11600,23500,5950,845
2022-01-18,7675,4190,7250,32150,7675,4250,7075,5650,8775,1495,1095,4110,965,46025,11600,23650,5900,835
2022-01-19,7675,4130,7025,32875,7700,4250,7100,5600,8750,1505,1120,4100,960,46025,11600,23250,5800,820
2022-01-20,7775,4130,7175,34725,7875,4220,7150,5525,8525,1550,1100,4100,960,46025,11600,22850,5975,840
2022-01-21,7950,4170,7300,35425,8050,4330,7175,5600,8675,1555,1095,4150,955,46025,11700,23500,6000,875
2022-01-24,7800,4120,7275,36750,8100,4300,7100,5525,8600,1550,1055,4080,955,46025,11800,23400,5975,855
2022-01-25,7775,4070,7225,36925,8150,4290,6800,5450,8750,1510,1020,4060,955,46025,11600,23150,5900,875
2022-01-26,7700,4090,7475,36750,8300,4390,7125,5450,8750,1515,1155,4130,960,46025,11600,22775,5950,890
2022-01-27,7800,4140,7550,37900,8400,4270,7200,5475,8700,1505,1215,4060,960,46000,11800,23250,5875,900
2022-01-28,7775,4140,7650,36675,8575,4260,7500,5475,8675,1520,1205,4050,950,46000,12000,23250,5850,875
2022-01-31,7625,4070,7475,36800,8825,4190,7325,5475,8725,1545,1165,4030,945,46000,12000,23125,5725,890
2022-02-01,7625,4070,7475,36800,8825,4190,7325,5475,8725,1545,1165,4030,945,46000,12000,23125,5725,890
2022-02-02,7800,4070,7475,36300,9100,4170,7375,5500,8675,1545,1265,4050,945,46000,12000,22925,5700,890
2022-02-03,7725,4130,7475,35500,9300,4200,7300,5500,8500,1585,1250,4010,955,46000,12000,22825,5700,890
2022-02-04,7725,4210,7475,37325,9625,4230,7325,5500,8625,1580,1230,4020,955,46000,12000,22500,5625,935
2022-02-07,7800,4400,7500,38100,9975,4290,7375,5475,8650,1645,1245,4000,960,46000,12000,22600,5675,945
2022-02-08,7725,4440,7625,36975,10200,4230,7500,5550,8625,1660,1225,4000,970,46000,12000,22175,5575,925
2022-02-09,7950,4450,7675,37500,10550,4280,7575,5550,8675,1675,1270,3960,965,46000,12300,22675,5525,975
2022-02-10,7750,4470,7725,36900,10775,4460,7675,5450,8625,1670,1275,3980,975,46000,12300,22800,5650,1060
2022-02-11,7825,4450,7725,36000,10025,4450,7700,5450,8650,1670,1235,3900,965,46000,12300,23050,5600,1025
2022-02-14,7700,4410,7800,36450,9400,4400,7700,5300,8550,1615,1225,3850,950,46000,11475,23450,5450,1000
2022-02-15,7875,4430,7900,35900,9725,4410,7925,5500,8550,1650,1215,3870,955,46000,12000,24175,5500,1000
2022-02-16,7975,4420,7850,35875,9800,4400,7950,5475,8500,1655,1190,3870,985,46000,12000,23800,5575,1015
2022-02-17,7900,4400,7850,35600,9450,4410,7900,5475,8525,1640,1165,3830,1020,46500,12000,23725,5475,1010
2022-02-18,7925,4430,7850,35375,9500,4400,7975,5600,8525,1700,1200,3850,1020,46500,12000,23925,5550,985
2022-02-21,7950,4490,7850,35375,9400,4370,7900,5575,8500,1755,1160,3850,1000,46500,12000,23500,5500,975
2022-02-22,7900,4430,7875,36000,9275,4300,7750,5575,8525,1725,1150,3810,985,46500,12050,23475,5825,965
2022-02-23,8050,4480,7875,37000,9300,4350,7925,5650,8700,1730,1130,3820,975,46500,12050,24000,5575,965
2022-02-24,8000,4390,7700,37000,8925,4240,7825,5700,8525,1615,1115,3690,970,46500,12050,25200,5500,930
2022-02-25,8050,4550,7700,37550,9025,4340,8000,5800,8500,1665,1090,3680,965,46500,12050,24900,5475,890
2022-02-28,8050,4550,7700,37550,9025,4340,8000,5800,8500,1665,1090,3680,965,46500,12050,24900,5475,890
2022-03-01,8050,4630,7650,37550,9300,4350,7925,5700,8250,1795,1090,3680,965,46500,12050,24850,5525,905
2022-03-02,7975,4560,7625,38950,9075,4290,7775,5525,7925,1775,1090,3660,970,47200,12050,25525,5400,905
2022-03-03,7975,4560,7625,38950,9075,4290,7775,5525,7925,1775,1090,3660,970,47200,12050,25525,5400,905
2022-03-04,7900,4670,7650,41725,8950,4400,7900,5625,7825,1740,1085,3520,965,54400,12050,27075,5400,905
2022-03-07,7700,4520,7550,42950,8550,4510,7725,5800,7400,1685,1145,3430,920,50600,12000,27350,5225,845
2022-03-08,7650,4430,7550,43500,8300,4620,7600,6250,7600,1650,1070,3360,915,47075,12000,25700,5075,825
2022-03-09,7850,4570,7625,44475,8525,4440,7775,6300,7625,1690,1055,3400,920,44000,12000,26400,5275,840
2022-03-10,7925,4570,7675,42475,8800,4410,7775,6250,7750,1700,1170,3430,935,44000,12000,25950,5350,880
2022-03-11,7950,4400,7650,40100,8825,4590,7950,6275,7550,1670,1195,3370,925,44000,12000,26700,5300,865
2022-03-14,8075,4520,7750,40175,8950,4580,8100,6375,7525,1685,1280,3380,925,44000,12000,24850,5325,895
2022-03-15,8150,4610,7775,40275,9050,4620,8075,6300,7425,1665,1295,3280,920,44000,12000,24475,5225,860
2022-03-16,8200,4650,7950,40000,9550,4630,8350,6400,7625,1655,1305,3450,935,44000,12050,25000,5200,875
2022-03-17,8000,4650,7950,40900,9375,4480,8225,6425,7575,1645,1345,3420,925,44000,12050,25250,5200,860
2022-03-18,7900,4580,7925,41975,9475,4540,8300,6400,7575,1615,1360,3360,900,44000,12050,25425,5300,870
2022-03-21,7900,4590,7650,41400,9575,4550,8075,6600,7450,1615,1390,3460,910,44000,12050,25350,5375,880
2022-03-22,7925,4640,7675,42000,9525,4550,8025,6575,7475,1630,1400,3490,915,44000,12050,25550,5250,875
2022-03-23,7900,4650,7775,41975,9575,4550,8075,6475,7500,1620,1395,3410,920,44000,12050,25725,5300,875
2022-03-24,7925,4730,7925,41625,9550,4560,8225,6575,7550,1620,1420,3380,930,44000,12050,26600,5325,900
2022-03-25,7950,4710,7850,41975,9500,4520,8225,6400,7250,1610,1390,3400,910,44000,12050,26325,5250,900
2022-03-28,7900,4730,7875,41975,9700,4600,8500,6700,7275,1615,1400,3460,915,44000,12050,26600,5225,880
2022-03-29,7850,4690,7925,41950,9925,4560,8375,6550,7300,1615,1420,3480,910,44000,12050,26025,5275,885
2022-03-30,7875,4710,7875,41725,10000,4580,8400,6650,7375,1620,1460,3720,925,44000,12050,25875,5225,905
2022-03-31,7975,4660,7900,43350,10100,4580,8250,6575,7350,1605,1520,3660,925,44000,12050,25550,5175,905
2022-04-01,7925,4730,7875,43500,10150,4580,8200,6700,7525,1605,1485,3620,920,44000,12050,25925,5200,900
2022-04-04,7900,4700,7825,43800,10275,4540,8425,6825,7550,1585,1530,3570,920,44000,12050,26775,5175,910
2022-04-05,7900,4700,7825,43000,10475,4520,8375,6900,7575,1570,1575,3680,920,41000,11975,27200,5275,905
2022-04-06,7750,4600,7675,43000,10550,4430,8150,7000,7400,1510,1705,3600,910,38150,12025,27450,5150,905
2022-04-07,7750,4630,7700,43075,10600,4540,8300,6900,7575,1525,1615,3570,905,38150,12025,27150,5150,890
2022-04-08,7850,4610,7700,43750,10750,4580,8425,7000,7450,1525,1695,3540,910,38150,12025,28600,5325,890
2022-04-11,7725,4570,7675,43975,11050,4590,8400,6850,7525,1515,1675,3460,900,38150,12025,28450,5225,870
2022-04-12,7800,4610,7700,42775,10775,4630,8425,6950,7400,1505,1755,3520,900,35575,12025,27950,5200,885
2022-04-13,7800,4610,7725,43000,10600,4690,8450,6975,7325,1505,1700,3440,890,35575,12025,29275,5300,875
2022-04-14,7700,4540,7675,43200,10250,4680,8400,6875,7175,1560,1720,3400,895,35575,12000,29800,5225,870
2022-04-15,7700,4540,7675,43200,10250,4680,8400,6875,7175,1560,1720,3400,895,35575,12000,29800,5225,870
2022-04-18,7700,4550,7625,43000,10000,4710,8425,7000,7100,1615,1705,3390,900,35575,12000,30000,5525,860
2022-04-19,7625,4570,7575,42500,10425,4680,8400,6900,7175,1575,1690,3350,905,35125,12000,29600,6150,885
2022-04-20,7650,4850,7850,43175,10400,4630,8975,6900,7325,1555,1740,3470,915,33300,12000,28350,7125,870
2022-04-21,7925,4800,8300,42200,10250,4620,9375,7000,7425,1560,1705,3400,915,33300,12000,28125,7025,890
2022-04-22,7875,4750,8275,42300,10250,4620,9350,7050,7300,1535,1710,3430,910,33300,12000,28300,7025,875
2022-04-25,8000,4840,8225,41500,10200,4710,9500,7075,7425,1510,1695,3690,935,30975,12000,27625,7175,865
2022-04-26,8125,4940,8350,42000,10225,4760,9600,7200,7575,1530,1685,3890,945,30975,12000,28750,7100,870
2022-04-27,8200,4850,8225,42000,10200,4770,9450,7125,7600,1530,1705,3810,970,30000,12000,28900,7125,865
2022-04-28,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-04-29,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-02,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-03,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-04,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-05,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-06,8125,4870,8950,42500,10050,4620,9225,7575,7625,1580,1710,3890,970,30000,12000,30275,7000,850
2022-05-09,7600,4530,8325,47375,10025,4310,8825,7050,7400,1520,1670,4010,925,29000,12000,29225,6525,820
2022-05-10,7525,4530,8100,45000,9975,4340,8900,7000,7975,1520,1555,4380,965,27500,12000,29625,6075,825
2022-05-11,7650,4490,8000,46400,9925,4330,8775,6900,8300,1515,1615,4880,995,27750,11900,30225,6000,850
2022-05-12,7275,4320,7875,44500,9875,4300,8200,6850,8025,1410,1505,4690,985,27750,11900,29300,5750,795
2022-05-13,7325,4250,7800,45200,9900,4260,8250,7125,8175,1435,1575,4800,1045,27500,12100,30225,5900,805
2022-05-16,7325,4250,7800,45200,9900,4260,8250,7125,8175,1435,1575,4800,1045,27500,12100,30225,5900,805
2022-05-17,7400,4450,7850,46000,9875,4180,8450,7000,7825,1445,1650,4800,1025,28850,12000,30075,6000,825
2022-05-18,7575,4450,7900,46000,9950,4250,8750,7100,8100,1445,1705,5025,1040,33000,12000,30300,5650,825
2022-05-19,7450,4440,7900,45450,9900,4210,8675,7000,7975,1415,1700,4880,1030,39600,12000,29975,5550,805
2022-05-20,7400,4430,8000,46450,9900,4170,8775,7125,8050,1440,1775,5050,1065,41300,12000,29900,5650,815
2022-05-23,7375,4330,7875,52275,9875,4110,8850,6950,7975,1415,1740,4880,1045,38425,12000,29650,5275,815
2022-05-24,7350,4460,7925,51775,9900,4150,9075,7150,8150,1420,1695,4810,1055,35750,11425,30300,5275,815
2022-05-25,7375,4350,7850,52800,9950,4200,8925,7100,8250,1415,1755,4770,1070,35750,11425,30175,5250,815
2022-05-26,7375,4350,7850,52800,9950,4200,8925,7100,8250,1415,1755,4770,1070,35750,11425,30175,5250,815
2022-05-27,7575,4540,8100,54400,10175,4300,9200,7225,8625,1460,1690,4760,1070,33425,11425,30400,5425,840
2022-05-30,7575,4430,8200,52900,10275,4250,9200,7250,8550,1435,1690,4650,1100,33500,12000,30250,5375,825
2022-05-31,7750,4630,8500,53775,10225,4310,9175,7350,8575,1440,1820,4730,1115,33925,12100,31300,5325,835
2022-06-01,7750,4630,8500,53775,10225,4310,9175,7350,8575,1440,1820,4730,1115,33925,12100,31300,5325,835
2022-06-02,7575,4480,8200,54175,10300,4290,8850,7325,8550,1450,1800,4790,1085,33925,12100,31625,5800,825
2022-06-03,7600,4520,8200,54500,10150,4310,8950,7300,8575,1490,1815,4720,1105,36200,12100,32600,5825,840
2022-06-06,7450,4430,8150,54375,10075,4340,8900,7225,8650,1485,1820,4770,1095,38225,12100,32175,5500,830
2022-06-07,7375,4400,8300,54375,10000,4250,8900,7200,8575,1460,1810,4730,1160,36750,12100,32825,5475,810
2022-06-08,7600,4470,8400,54950,10000,4100,9000,7175,8575,1460,1850,4890,1155,36750,12100,33050,6200,810
2022-06-09,7500,4490,8425,58900,10000,4050,8675,7200,8625,1455,1855,4820,1130,36750,12100,32400,6425,805
2022-06-10,7350,4400,8175,66000,9950,4020,8300,6925,8500,1445,1795,4750,1075,36750,12100,32200,6625,775
2022-06-13,7350,4340,8100,66775,9750,4080,8250,7025,8600,1420,1770,4690,1055,36750,12100,30675,6500,745
2022-06-14,7400,4360,8200,66775,9550,4110,8275,6975,8650,1415,1835,4740,1060,36750,12100,31550,6750,720
2022-06-15,7325,4450,8300,62900,9800,4060,8275,6700,8600,1415,1795,4800,1065,36750,12100,29750,6700,725
2022-06-16,7575,4430,8375,64375,9625,4040,8250,6850,8675,1420,1830,4800,1065,36750,12100,30000,6875,745
2022-06-17,7500,4370,8075,64825,9525,4120,8175,6950,8550,1395,1805,4650,1030,36750,12100,28800,6400,720
2022-06-20,7625,4400,8250,63400,9375,4040,8125,6925,8975,1385,1800,5025,985,36750,12100,29000,6250,750
2022-06-21,7650,4380,8250,64225,9525,4110,8450,6850,9150,1390,1830,5050,995,36750,12100,29150,6650,770
2022-06-22,7500,4320,8150,64050,9500,4050,8150,6800,9225,1385,1960,4890,985,36750,12100,29200,6600,750
2022-06-23,7525,4310,8150,64000,9450,4160,8150,6875,9325,1375,1990,4960,990,36750,12100,29275,6625,765
2022-06-24,7475,4340,8300,64200,9450,4150,8150,6675,9425,1375,1990,4990,1005,35050,12100,29275,6625,750
2022-06-27,7350,4280,8225,64900,9450,4070,8050,6650,9500,1360,1985,4980,1005,35050,12100,29200,6625,760
2022-06-28,7300,4300,8125,70925,9450,4030,8075,6700,9500,1355,1985,5050,1000,35050,11300,29800,6800,775
2022-06-29,7275,4180,7950,75000,9175,4040,8025,6500,9450,1350,1990,4940,995,35050,12100,28525,6750,760
2022-06-30,7250,4150,7925,77950,9000,4000,7850,6625,9550,1340,2040,4770,975,35050,12100,28400,6550,755
2022-07-01,7250,4140,7600,78800,8750,4020,7850,6525,9350,1285,2010,4830,975,35050,12100,26500,6325,730
2022-07-04,7050,4040,7400,79500,8750,3990,7650,6500,9225,1205,1920,4700,950,35050,12100,26525,6250,725
2022-07-05,7250,4090,7650,80000,8650,3990,7750,6325,9175,1205,1980,4760,960,35050,12100,27975,6275,710
2022-07-06,7300,4080,7525,76375,8575,4020,7650,6075,9450,1210,2030,4780,970,35050,12100,26800,6400,715
2022-07-07,7100,4050,7425,73250,8700,4040,7600,5950,9475,1235,1900,5000,970,35050,12100,26775,6450,800
2022-07-08,7150,4200,7475,70450,8725,4010,7600,5975,9425,1255,1900,4890,960,35050,12100,27450,6325,785
2022-07-11,7125,4120,7475,72500,8725,4040,7500,6050,9450,1255,1920,4800,960,35050,12200,27225,6400,820
2022-07-12,7175,4110,7425,72000,9050,4010,7450,6100,9325,1520,1930,4880,955,35050,12200,26925,6500,825
2022-07-13,7000,4060,7275,71000,9200,3940,7225,5825,9300,1415,1935,4900,950,32600,12200,28275,6350,875
2022-07-14,7025,4070,7275,72350,9475,4020,7275,6100,9250,1420,1945,4900,955,32600,12200,29800,6225,900
2022-07-15,7000,4110,7175,71125,9550,4150,7275,5950,9350,1455,1860,4830,960,32600,12200,29025,6100,885
2022-07-18,7150,4140,7350,66150,9600,4190,7325,6025,9500,1515,1850,4980,960,32600,12300,28850,6075,895
2022-07-19,7175,4110,7425,66150,9500,4160,7300,6075,9450,1515,1860,4970,960,32600,12300,29100,6225,910
2022-07-20,7400,4300,7900,66225,9600,4210,7675,6275,9450,1530,1850,4970,960,32600,12300,30175,6400,930
2022-07-21,7400,4310,7900,66225,9700,4260,7725,6175,9500,1550,1835,5000,970,32600,12300,30000,6500,940
2022-07-22,7325,4270,7850,66100,9650,4230,7700,6075,9400,1550,1875,5000,975,32600,12300,30075,6450,935
2022-07-25,7300,4250,7775,66175,9550,4240,7600,6075,9450,1590,1885,4930,970,32600,12300,30575,6550,925
2022-07-26,7300,4330,8000,66050,9350,4250,7675,6100,9375,1635,1890,4930,980,32600,12300,30600,6325,885
2022-07-27,7325,4320,8100,66925,9350,4300,7775,6100,9275,1620,1910,4720,960,32600,12300,31100,6500,915
2022-07-28,7350,4360,8050,68000,9350,4240,7825,6050,8975,1675,1885,4510,940,33000,12300,31300,6525,910
2022-07-29,7350,4360,8275,67975,9500,4230,7850,6325,8825,1635,1875,4510,930,33000,12300,32300,6675,900
2022-08-01,7500,4360,7975,68100,9350,4300,7950,6475,8900,1635,1880,4550,920,33000,12300,32175,6775,965
2022-08-02,7600,4400,8175,67100,9250,4450,8075,6475,8975,1565,1920,4600,910,33000,12300,32875,6800,955
2022-08-03,7625,4380,8250,67000,9275,4500,8125,6600,8800,1570,1950,4590,910,33000,12300,33950,7200,995
2022-08-04,7800,4360,8250,66000,9350,4550,8000,6600,8925,1590,1875,4600,920,33000,12300,33200,7150,1005
2022-08-05,7875,4360,8250,66100,9250,4650,8250,6625,8800,1590,1850,4720,925,33000,12200,32500,7200,1015
2022-08-08,7875,4370,8350,66500,9225,4700,8250,6700,8800,1565,1850,4790,920,33000,12200,32400,7200,1040
2022-08-09,7900,4410,8475,66500,9200,4640,8450,6750,8725,1545,1825,4720,925,33000,12200,32375,7100,1025
2022-08-10,7900,4310,8600,66100,9300,4560,8475,6850,8725,1540,1840,4780,920,33000,12200,32350,7125,1060
2022-08-11,7950,4350,8525,66100,9250,4570,8525,6950,8875,1570,1840,4750,920,33000,12200,31900,7175,1060
2022-08-12,7925,4320,8475,66100,9150,4550,8525,6950,8675,1565,1850,4770,910,33000,11800,31600,7350,1025
2022-08-15,7950,4300,8450,66025,9200,4450,8550,6875,8875,1545,1830,4760,910,33200,12200,32500,7325,965
2022-08-16,7975,4280,8525,65800,9100,4410,8575,6975,8750,1525,1950,4770,910,32875,12200,32400,7325,975
2022-08-17,7975,4280,8525,65800,9100,4410,8575,6975,8750,1525,1950,4770,910,32875,12200,32400,7325,975
2022-08-18,8000,4330,8600,65800,9100,4550,8650,6975,8775,1540,1990,4790,925,32875,12200,32000,7325,965
2022-08-19,7900,4300,8500,65800,9025,4600,8500,6975,8700,1605,2090,4730,920,33200,12200,31650,7525,910
2022-08-22,8000,4270,8525,65075,9025,4650,8300,6925,8725,1570,2090,4750,920,33000,12200,31800,7200,885
2022-08-23,7900,4300,8625,64175,2410,4660,8300,6975,8800,1550,2100,4810,910,32750,12200,32125,7250,895
2022-08-24,7950,4290,8625,66475,2380,4750,8300,7050,8775,1530,2010,4850,910,32750,12200,32625,7225,865
2022-08-25,8075,4270,8575,65475,2330,4570,8275,6975,8775,1525,2000,4840,910,32750,12200,32950,7225,850
2022-08-26,8000,4270,8500,65000,2350,4490,8300,6875,8725,1530,2020,4610,910,32750,12200,33100,7200,825
2022-08-29,8150,4250,8550,64150,2350,4520,8200,6825,8850,1535,2020,4580,905,31800,12200,33000,7000,835
2022-08-30,8175,4260,8650,63550,2340,4480,8425,6900,8725,1520,2030,4580,910,31850,12200,33325,7225,840
2022-08-31,8200,4340,8850,63625,2440,4560,8525,6975,8300,1520,2180,4590,910,31850,12200,33850,7175,820
2022-09-01,8150,4390,8925,65375,2330,4580,8525,6925,8700,1520,2080,4540,905,31850,12200,33275,7125,825
2022-09-02,8225,4450,8850,66450,2380,4600,8700,6925,8725,1510,2060,4550,900,31850,12200,33900,7075,860
2022-09-05,8275,4590,8950,67000,2370,4620,8850,6875,8700,1505,2100,4530,900,33900,12200,34350,7100,855
2022-09-06,8275,4560,8825,68000,2340,4510,8750,6900,8650,1510,2080,4510,895,34000,12200,35500,7200,850
2022-09-07,8375,4460,8875,67050,2330,4490,8575,6650,8550,1500,2100,4590,895,34700,12200,35075,6950,835
2022-09-08,8350,4600,8950,66025,2450,4560,8775,6650,8525,1505,2090,4520,890,36000,12200,34400,7200,860
2022-09-09,8375,4610,9075,65975,2620,4600,8800,6775,8450,1485,2110,4500,895,36000,12200,34300,7175,870
2022-09-12,8375,4560,9175,65325,2650,4540,8800,6975,8600,1480,2140,4550,900,36000,12300,34500,7200,875
2022-09-13,8525,4580,9450,66500,2530,4520,8975,7200,8525,1470,2220,4670,905,36000,12300,34350,7300,850
2022-09-14,8500,4580,9300,65400,2480,4480,8900,7150,8525,1465,2250,4630,900,36025,12300,34000,7125,830
2022-09-15,8750,4610,9350,66250,2440,4500,9175,7050,8600,1530,2330,4600,895,36025,12300,34900,7175,825
2022-09-16,8450,4500,9100,66200,2470,4410,8950,6900,8650,1535,2230,4630,890,40200,12300,34325,7050,815
2022-09-19,8650,4570,9225,66150,2480,4500,8975,7125,8700,1525,2250,4600,895,38000,12300,34300,7175,805
2022-09-20,8550,4490,9200,65225,2510,4480,8975,7175,8875,1530,2240,4730,885,38000,12300,34150,7025,805
2022-09-21,8475,4550,9275,65300,2630,4430,8975,7150,8700,1515,2300,4810,885,38000,12300,34325,6925,810
2022-09-22,8475,4560,9200,65700,2550,4430,9000,7175,8825,1530,2310,4810,885,38000,12300,35100,7200,845
2022-09-23,8375,4480,9200,65400,2570,4380,9000,7150,9000,1575,2390,4810,885,38000,12300,34000,7350,835
2022-09-26,8425,4540,9250,65500,2480,4460,9000,6975,9075,1560,2360,4790,880,38000,12300,33300,7475,865
2022-09-27,8300,4530,9350,65500,2370,4440,9000,6950,8850,1550,2360,4800,885,38000,12300,33400,7450,835
2022-09-28,8325,4520,9300,66975,2390,4470,9000,6800,8800,1535,2380,4810,920,38000,12300,33000,7300,830
2022-09-29,8375,4480,9250,66000,2410,4440,8975,6775,8850,1505,2400,4850,905,38000,12300,33125,7350,815
2022-09-30,8550,4490,9425,67000,2400,4460,8975,6625,8650,1470,2390,4830,910,38000,12300,32825,7250,795
2022-10-03,8500,4530,9275,66125,2380,4460,8900,6625,8725,1500,2380,4850,900,38000,12300,33000,7400,785
2022-10-04,8550,4640,9225,66850,2440,4440,8850,6725,8525,1490,2400,4870,900,38000,12300,33800,7275,770
2022-10-05,8450,4540,9275,67200,2460,4460,8850,6675,8650,1490,2390,4830,900,38000,12300,33075,7100,805
